Test,Loc,Year,Genotype,Code,Rep,Plot,FC,MD,AgScore,PB,HT,DET,LOD,Yield,SDWT,Estimated_Seed_Count,Oil,Protein,Protein_Plus_Oil
Yield Test 1,Cas,2019,N18-1622,13,2,59,P,48,1.5,T,34,D,1.5,2019.327685,12.1,7519.834711,23.51,41.05,64.56
Yield Test 1,Cas,2019,N18-1769,33,2,60,W,48,1.5,T,26,D,1,1940.986914,13.7,6383.941606,22.06,45.68,67.74
Yield Test 1,Cas,2019,N09-09,42,2,61,P,55,1.5,T,40,D,1.5,1676.00425,16.4,4604.878049,22.1,44.25,66.35
Yield Test 1,Cas,2019,N18-1586,5,2,62,P,49,1.5,T,26,D,1.5,2006.45583,13.6,6647.794118,22.82,42.71,65.53
Yield Test 1,Cas,2019,N18-1737,28,2,63,P,48,1.5,T,28,D,1,1954.080697,15.8,5572.78481,21.95,45.65,67.6
Yield Test 1,Cas,2019,N18-1626,14,2,64,P,48,2,T,30,D,1.5,1686.212963,14.3,5313.286713,20.62,47.49,68.11
Yield Test 1,Cas,2019,N18-1807,38,2,65,P,50,1,T,26,D,1,2312.495271,17,6129.411765,22.44,43.83,66.27
Yield Test 1,Cas,2019,N18-1761,31,2,66,P,50,1.5,T,28,D,1.5,1862.868072,16.5,5087.272727,20.92,48.68,69.6
Yield Test 1,Cas,2019,N18-1660,19,2,67,W,54,1.5,T,34,D,1.5,1793.626371,13.4,6031.343284,23.34,41.69,65.03
Yield Test 1,Cas,2019,N18-1796,36,2,68,W,54,1.5,T,28,D,1.5,1717.726814,15.3,5058.823529,20.97,47.85,68.82
Yield Test 1,Cas,2019,N18-1661,20,2,69,P,51,2,T,34,D,2.5,2063.491462,15,6198.666667,23.81,40.41,64.22
Yield Test 1,Cas,2019,N18-1643,16,2,70,W,50,1.5,T,24,D,1,2146.048875,17.1,5654.97076,22.56,43.67,66.23
Yield Test 1,Cas,2019,N18-1704,24,2,71,P,48,1.5,T,28,D,1.5,1661.356968,12.7,5894.488189,21.68,43.2,64.88
Yield Test 1,Cas,2019,N18-1764,32,2,72,S,49,1.5,T,32,D,1,1470.94229,13.5,4909.62963,21.36,45.04,66.4
Yield Test 1,Cas,2019,N18-1659,18,2,73,P,51,1.5,T,28,D,1.5,1713.288243,14.1,5475.177305,21.57,46.49,68.06
Yield Test 1,Cas,2019,N18-1602,8,2,74,S,51,2,T,34,D,1.5,1776.981731,15.2,5267.763158,21.92,44.05,65.97
Yield Test 1,Cas,2019,N18-1570,2,2,75,P,49,2,T,25,D,1.5,1891.940709,15.9,5361.63522,21.36,45.21,66.57
Yield Test 1,Cas,2019,N18-1569,1,2,76,W,49,1.5,T,30,D,1.5,2049.953822,13.1,7051.145038,22.94,41.47,64.41
Yield Test 1,Cas,2019,N18-1619,12,2,77,P,50,2.5,T,35,D,1.5,1512.442925,15.2,4483.552632,21.55,43.38,64.93
Yield Test 1,Cas,2019,N18-1615,10,2,78,W,50,1.5,T,28,D,1.5,1749.906451,17,4638.235294,22.46,43.19,65.65
Yield Test 1,Cas,2019,N18-1655,17,2,79,W,49,1.5,T,28,D,1.5,1543.29099,15.6,4457.692308,20.93,45.97,66.9
Yield Test 1,Cas,2019,N18-1814,39,2,80,P,48,1.5,T,24,D,1.5,1559.269844,11.8,5954.237288,22.45,42.86,65.31
Yield Test 1,Cas,2019,N18-1587,6,2,81,P,51,1.5,T,30,D,1.5,1918.794061,13.5,6404.444444,21.54,42.7,64.24
Yield Test 1,Cas,2019,Dunphy,44,2,82,P,52,1,G,24,D,1,1514.440281,15.6,4374.358974,23.42,38.24,61.66
Yield Test 1,Cas,2019,N18-1820,40,2,83,P,48,1.5,T,21,D,1,2026.207469,15.6,5852.564103,23.47,41.32,64.79
Yield Test 1,Cas,2019,N18-1577,3,2,84,P,48,2,T,30,D,1.5,1751.45995,14.5,5442.758621,21.7,45.89,67.59
Yield Test 1,Cas,2019,N18-1580,4,2,85,P,49,1,T,30,D,1,1929.002773,13.9,6253.23741,23.73,39.23,62.96
Yield Test 1,Cas,2019,N18-1627,15,2,86,P,48,1.5,T,28,D,1.5,1624.294903,15.3,4783.660131,22.93,44.31,67.24
Yield Test 1,Cas,2019,N18-1744,29,2,87,W,48,1.5,T,26,D,1,1436.099511,12.1,5347.933884,21.54,43.86,65.4
Yield Test 1,Cas,2019,N18-1601,7,2,88,P,55,2,T,30,D,1.5,1602.10205,15.6,4627.564103,21.43,45.21,66.64
Yield Test 1,Cas,2019,N18-1613,9,2,89,W,49,1.5,T,32,D,1.5,1517.103424,15.9,4299.371069,21.82,43.4,65.22
Yield Test 1,Cas,2019,N18-1664,21,2,90,P,48,1.5,T,26,D,1.5,1688.432248,12.6,6038.095238,21.6,43.7,65.3
Yield Test 1,Cas,2019,N18-1664,21,3,91,P,48,2,T,28,D,1.5,1673.563037,NA,NA,21.93,42.53,64.46
Yield Test 1,Cas,2019,N18-1661,20,3,92,P,49,1.5,T,32,D,1.5,1862.202286,NA,NA,23.6,41.1,64.7
Yield Test 1,Cas,2019,N18-1615,10,3,93,W,54,1.5,T,34,D,1,1608.316049,NA,NA,22.03,43.94,65.97
Yield Test 1,Cas,2019,N18-1719,25,3,94,S,51,2,T,30,D,1.5,1407.47073,NA,NA,21.9,44.77,66.67
Yield Test 1,Cas,2019,N18-1792,35,3,95,P,50,2,T,26,D,1,1562.376844,NA,NA,20.23,47.51,67.74
Yield Test 1,Cas,2019,N18-1669,22,3,96,P,55,1.5,T,24,D,1,1792.516728,NA,NA,23.31,40.78,64.09
Yield Test 1,Cas,2019,N18-1643,16,3,97,W,50,2,T,24,D,1,1636.722901,NA,NA,22.63,43.32,65.95
Yield Test 1,Cas,2019,N09-09,42,3,98,P,51,2.5,S,34,D,1,1608.759906,NA,NA,21.42,45.48,66.9
Yield Test 1,Cas,2019,N18-1814,39,3,99,P,48,1.5,T,30,D,1,1580.796912,NA,NA,22.12,44.29,66.41
Yield Test 1,Cas,2019,N18-1586,5,3,100,P,49,2.5,T,22,D,1,1709.29353,NA,NA,22.12,44.29,66.41
Yield Test 1,Cas,2019,N18-1659,18,3,101,P,49,2,T,26,D,1,1885.282853,NA,NA,21.95,45.35,67.3
Yield Test 1,Cas,2019,Dunphy,44,3,102,P,50,1.5,G,28,D,1,1880.844283,NA,NA,23.68,38.01,61.69
Yield Test 1,Cas,2019,LMN09-119,41,3,103,P,48,3,T,22,D,2,1293.621395,NA,NA,21.97,46.29,68.26
Yield Test 1,Cas,2019,N18-1569,1,3,104,W,49,1.5,T,28,D,1.5,1486.03343,NA,NA,22.47,42.04,64.51
Yield Test 1,Cas,2019,N18-1622,13,3,105,S,49,1.5,T,34,D,1.5,1865.753143,NA,NA,22.44,41.78,64.22
Yield Test 1,Cas,2019,N18-1744,29,3,106,W,48,1.5,T,24,D,1,1459.180078,NA,NA,21.92,42.37,64.29
Yield Test 1,Cas,2019,N18-1704,24,3,107,P,49,1.5,T,30,D,1.5,1359.31224,NA,NA,20.05,45.78,65.83
Yield Test 1,Cas,2019,N18-1655,17,3,108,W,49,1.5,T,24,D,1.5,1627.401903,NA,NA,21.18,46.13,67.31
Yield Test 1,Cas,2019,N18-1761,31,3,109,P,49,2,T,22,D,1,1544.400633,NA,NA,22.07,45.7,67.77
Yield Test 1,Cas,2019,Osage,43,3,110,P,48,1.5,G,25,D,1.5,1647.153542,NA,NA,22.39,42.5,64.89
Yield Test 1,Cas,2019,N18-1820,40,3,111,P,50,1.5,T,25,D,1.5,1779.201016,NA,NA,23.43,40.86,64.29
Yield Test 1,Cas,2019,N18-1769,33,3,112,W,49,2,T,22,D,1,1240.802405,NA,NA,21.23,46.48,67.71
Yield Test 1,Cas,2019,N18-1577,3,3,113,P,49,2,T,30,D,1.5,1533.082278,NA,NA,20.85,47.22,68.07
Yield Test 1,Cas,2019,N18-1728,27,3,114,W,54,1.5,T,32,D,1.5,1379.507736,NA,NA,22.18,41.63,63.81
Yield Test 1,Cas,2019,N18-1601,7,3,115,P,54,1.5,T,30,D,1,1604.543264,NA,NA,21.81,43.78,65.59
Yield Test 1,Cas,2019,N18-1587,6,3,116,P,50,1.5,T,36,D,1.5,1586.123196,NA,NA,20.88,43.86,64.74
Yield Test 1,Cas,2019,N18-1758,30,3,117,P,48,2,T,30,D,1.5,1512.886782,NA,NA,22.03,44.84,66.87
Yield Test 1,Cas,2019,N18-1617,11,3,118,W,49,1.5,T,32,D,1.5,1676.448108,NA,NA,22.7,40.53,63.23
Yield Test 1,Cas,2019,N18-1783,34,3,119,P,49,1.5,T,26,D,1.5,1700.860246,NA,NA,23.12,43.06,66.18
Yield Test 1,Cas,2019,N18-1764,32,3,120,S,48,1.5,T,28,D,1.5,1420.120657,NA,NA,21.98,43.92,65.9
Yield Test 1,Cas,2019,N18-1796,36,3,121,W,48,1.5,T,30,D,1,1511.333282,NA,NA,22.25,43.89,66.14
Yield Test 1,Cas,2019,N18-1602,8,3,122,P,55,1.5,T,30,D,1,1566.371557,NA,NA,21.42,43.44,64.86
Yield Test 1,Cas,2019,N18-1803,37,3,123,W,50,1.5,T,26,D,1,1833.129649,NA,NA,22.73,41.04,63.77
Yield Test 1,Cas,2019,N18-1724,26,3,124,W,49,2.5,T,26,D,2,1427.444298,NA,NA,21.77,43.44,65.21
Yield Test 1,Cas,2019,N18-1701,23,3,125,W,50,1.5,T,38,D,1.5,1291.845967,NA,NA,20.24,47.44,67.68
Yield Test 1,Cas,2019,N18-1627,15,3,126,P,49,1,T,30,D,1,1629.621188,NA,NA,22.61,44.06,66.67
Yield Test 1,Cas,2019,N18-1737,28,3,127,P,48,2,T,24,D,1,1168.897562,NA,NA,21.18,45.93,67.11
Yield Test 1,Cas,2019,N18-1660,19,3,128,W,49,1.5,T,32,D,1.5,1735.481096,NA,NA,23.38,41.1,64.48
Yield Test 1,Cas,2019,Roy,45,3,129,W,51,2,G,32,D,2,1402.588303,NA,NA,22.14,42.71,64.85
Yield Test 1,Cas,2019,N18-1626,14,3,130,W,48,2,T,24,D,1.5,1511.333282,NA,NA,20.75,46.95,67.7
Yield Test 1,Cas,2019,N18-1807,38,3,131,P,50,1.5,T,24,D,1,1867.750499,NA,NA,21.23,45.17,66.4
Yield Test 1,Cas,2019,N18-1619,12,3,132,P,50,1.5,T,36,D,1,1601.214336,NA,NA,21.93,43.35,65.28
Yield Test 1,Cas,2019,N18-1580,4,3,133,P,50,1.5,T,32,D,1.5,1820.035866,NA,NA,22.85,40.31,63.16
Yield Test 1,Cas,2019,N18-1613,9,3,134,W,48,1.5,T,30,D,1,1616.083548,NA,NA,21.4,42.76,64.16
Yield Test 1,Cas,2019,N18-1570,2,3,135,P,48,1,T,28,D,1,836.6705541,NA,NA,21.08,45.35,66.43
Yield Test 2,Cas,2019,N18-1699,70,1,1,W,54,2,T,24,I,1.5,1461.399363,16.7,3943.113772,21.07,47.13,68.2
Yield Test 2,Cas,2019,N18-1665,65,1,2,P,55,2.5,T,34,D,2,1932.997487,14.8,5885.135135,23.01,41.38,64.39
Yield Test 2,Cas,2019,N18-1575,49,1,3,W,48,2,T,20,D,1.5,1664.907824,17.2,4361.627907,22.87,45.37,68.24
Yield Test 2,Cas,2019,N18-1817,81,1,4,P,48,1.5,T,33,D,1.5,1634.503616,15.6,4721.153846,21.28,46.15,67.43
Yield Test 2,Cas,2019,N18-1731,72,1,5,W,49,1.5,T,38,D,1.5,1824.696365,18.1,4542.541436,22.74,43.17,65.91
Yield Test 2,Cas,2019,N18-1821,83,1,6,S,57,1.5,T,30,D,1.5,1859.539144,16.7,5017.365269,21.92,43.38,65.3
Yield Test 2,Cas,2019,N18-1597,52,1,7,S,54,2,T,30,D,2,1969.837623,15.9,5582.389937,23.02,42.06,65.08
Yield Test 2,Cas,2019,N18-1604,53,1,8,P,54,2.5,T,34,D,2.5,1948.754413,17.6,4989.204545,24,41.96,65.96
Yield Test 2,Cas,2019,N18-1682,68,1,9,W,54,2,T,26,D,1.5,1718.170671,13.8,5610.144928,22.81,43.34,66.15
Yield Test 2,Cas,2019,Dunphy,89,1,10,P,64,2,G,22,I,1.5,1256.559331,17.8,3180.898876,21.55,42.86,64.41
Yield Test 2,Cas,2019,N18-1628,57,1,11,P,49,2.5,T,36,D,2,1578.355698,14.3,4973.426573,20.91,47.62,68.53
Yield Test 2,Cas,2019,N18-1630,58,1,12,W,49,1.5,T,24,D,1.5,1768.992304,16.9,4716.568047,21.12,45,66.12
Yield Test 2,Cas,2019,N18-1822,84,1,13,W,56,2,T,30,D,2,1675.338465,17.4,4338.505747,20.26,47.05,67.31
Yield Test 2,Cas,2019,N18-1579,50,1,14,S,55,2.5,T,34,D,2,2117.420094,17.1,5579.532164,22.73,43.02,65.75
Yield Test 2,Cas,2019,N18-1763,77,1,15,P,56,2,T,34,D,2,1924.120346,16.5,5254.545455,21.03,46.71,67.74
Yield Test 2,Cas,2019,LMN09-119,86,1,16,P,55,4,T,22,D,2.5,1610.091477,17.9,4053.072626,20.64,48.04,68.68
Yield Test 2,Cas,2019,N18-1674,66,1,17,W,62,1.5,T,34,D,1.5,2410.587681,16.9,6427.218935,21.92,44.2,66.12
Yield Test 2,Cas,2019,N18-1635,61,1,18,W,62,1.5,T,36,D,1.5,2010.894401,18.1,5006.077348,22.27,43.97,66.24
Yield Test 2,Cas,2019,N09-09,87,1,19,P,62,1.5,T,38,D,1,1855.100573,16.9,4946.153846,20.65,47.29,67.94
Yield Test 2,Cas,2019,Osage,88,1,20,P,49,1.5,G,22,D,1,1770.989661,11.5,6939.130435,22.23,42.04,64.27
Yield Test 2,Cas,2019,N18-1564,47,1,21,W,55,1.5,T,34,D,1.5,2205.52572,15.3,6495.424837,24.44,39.49,63.93
Yield Test 2,Cas,2019,N18-1595,51,1,22,P,62,2,T,32,D,1.5,2060.162534,17.1,5428.654971,21.91,45.33,67.24
Yield Test 2,Cas,2019,N18-1688,69,1,23,P,62,2,T,32,D,1.5,1885.72671,17.2,4940.116279,21.34,45.63,66.97
Yield Test 2,Cas,2019,N18-1614,55,1,24,W,56,2,T,31,D,1.5,2172.014513,14.8,6612.837838,21.35,43.34,64.69
Yield Test 2,Cas,2019,N18-1810,79,1,25,W,57,2,T,28,D,1.5,2067.486175,14.8,6294.594595,21.31,43.99,65.3
Yield Test 2,Cas,2019,N18-1711,71,1,26,W,48,2,T,28,D,1.5,1886.392496,13.7,6204.379562,23.28,41.17,64.45
Yield Test 2,Cas,2019,N18-1620,56,1,27,P,57,2,T,30,I,1,2065.932676,17.5,5319.428571,22.11,43.05,65.16
Yield Test 2,Cas,2019,N18-1747,74,1,28,W,55,2.5,T,36,I,2,1594.334552,17.2,4176.744186,19.56,47.49,67.05
Yield Test 2,Cas,2019,N18-1645,63,1,29,P,55,2,T,30,D,1.5,2174.455726,14.5,6757.241379,21.29,45.22,66.51
Yield Test 2,Cas,2019,N18-1823,85,1,30,P,62,1.5,T,32,I,1.5,1767.660733,18.6,4282.258065,22.09,42.84,64.93
Yield Test 2,Cas,2019,N18-1632,59,1,31,W,62,1,T,28,D,1,1763.000234,15.3,5192.156863,23,43.38,66.38
Yield Test 2,Cas,2019,N18-1812,80,1,32,P,55,2.5,T,36,I,2,1927.005417,14.1,6158.156028,22.02,43.29,65.31
Yield Test 2,Cas,2019,Roy,90,1,33,W,56,2.5,G,36,I,2,2011.116329,14,6472.857143,22.04,42.43,64.47
Yield Test 2,Cas,2019,N18-1641,62,1,34,P,62,2,T,32,D,1.5,2163.137371,17.1,5700,22.82,42.85,65.67
Yield Test 2,Cas,2019,N18-1675,67,1,35,P,50,2.5,T,30,D,2,1973.610408,15,5928.666667,20.74,44.94,65.68
Yield Test 2,Cas,2019,N18-1663,64,1,36,W,62,2.5,T,32,D,2,1846.223432,17.9,4647.486034,20.51,46.81,67.32
Yield Test 2,Cas,2019,N18-1748,75,1,37,S,49,3,T,44,I,2.5,2401.71054,14.1,7675.177305,21.89,42.94,64.83
Yield Test 2,Cas,2019,N18-1633,60,1,38,W,55,2.5,T,30,D,2,1719.724171,16.8,4612.5,21.58,44,65.58
Yield Test 2,Cas,2019,N18-1818,82,1,39,P,55,2.5,G,32,I,2,1997.35676,15,6000,20.32,46.57,66.89
Yield Test 2,Cas,2019,N18-1572,48,1,40,P,54,2,T,34,D,2,1966.286766,17.7,5005.649718,23.03,43.8,66.83
Yield Test 2,Cas,2019,N18-1561,46,1,41,W,54,2.5,T,26,D,2,1636.279044,15.1,4882.781457,22.3,43.8,66.1
Yield Test 2,Cas,2019,N18-1745,73,1,42,W,62,2,T,30,D,1.5,1982.26562,16.1,5547.826087,21.82,43.93,65.75
Yield Test 2,Cas,2019,N18-1777,78,1,43,P,62,2,T,30,D,1.5,1739.47581,17,4610.588235,21.11,44.34,65.45
Yield Test 2,Cas,2019,N18-1751,76,1,44,P,62,1.5,T,25,D,1.5,2425.234964,17.6,6209.090909,22.02,43.54,65.56
Yield Test 2,Cas,2019,N18-1608,54,1,45,S,62,1.5,T,30,D,1.5,1850.440074,14.8,5633.783784,21.85,42.61,64.46
Yield Test 2,Cas,2019,N18-1572,48,2,46,P,57,1.5,T,30,D,1.5,2019.771542,16.9,5385.207101,23.1,42.54,65.64
Yield Test 2,Cas,2019,N18-1747,74,2,47,W,52,2.5,T,32,D,2,1970.503408,16.4,5414.02439,20.68,46.15,66.83
Yield Test 2,Cas,2019,N18-1561,46,2,48,W,54,2.5,T,28,D,1.5,1509.335925,16.5,4121.818182,21.3,45.05,66.35
Yield Test 2,Cas,2019,N18-1579,50,2,49,S,51,2,T,35,D,2,1942.540414,15.5,5647.096774,22.43,42.98,65.41
Yield Test 2,Cas,2019,N18-1763,77,2,50,P,54,2.5,T,30,D,2.5,1752.347664,15.2,5194.736842,21.7,45.02,66.72
Yield Test 2,Cas,2019,N18-1635,61,2,51,W,62,2,T,28,D,1.5,1629.177331,16.7,4395.808383,22.65,43.39,66.04
Yield Test 2,Cas,2019,Dunphy,89,2,52,P,62,1.5,G,27,I,1,1945.869342,17.3,5068.208092,21.8,41.52,63.32
Yield Test 2,Cas,2019,N18-1821,83,2,53,W,51,2,T,32,I,1,1635.613258,17.2,4284.883721,21.64,44.12,65.76
Yield Test 2,Cas,2019,N18-1633,60,2,54,W,57,1.5,T,32,D,1.5,1632.062402,17,4325.882353,20.64,45.68,66.32
Yield Test 2,Cas,2019,N18-1665,65,2,55,P,56,2,T,33,D,2,2217.953718,15.5,6447.741935,22.34,41.33,63.67
Yield Test 2,Cas,2019,N18-1575,49,2,56,W,56,2.5,T,30,D,2.5,1661.800825,19,3941.052632,21.6,46.74,68.34
Yield Test 2,Cas,2019,Osage,88,2,57,P,49,1.5,G,20,D,1,1433.658297,12.6,5126.984127,21.91,43.62,65.53
Yield Test 2,Cas,2019,N18-1699,70,2,58,W,55,2,T,33,D,2,1571.475913,15.2,4658.552632,21.17,46.42,67.59
Yield Test 2,Cas,2019,N18-1675,67,2,59,P,50,2,T,34,I,2,1716.8391,15.6,4958.974359,19.86,46.52,66.38
Yield Test 2,Cas,2019,N18-1817,81,2,60,P,51,2,T,29,D,2,1392.601519,17.2,3648.255814,19.99,46.79,66.78
Yield Test 2,Cas,2019,N18-1745,73,2,61,W,57,1.5,T,30,D,1.5,1976.717407,16.4,5431.097561,21.44,44.49,65.93
Yield Test 2,Cas,2019,N18-1823,85,2,62,P,57,2,T,36,I,1.5,2086.793957,18.4,5110.326087,21.71,44.55,66.26
Yield Test 2,Cas,2019,N18-1604,53,2,63,P,62,1.5,T,34,D,2,1957.853482,19,4643.157895,22.02,43.46,65.48
Yield Test 2,Cas,2019,N18-1564,47,2,64,W,56,2,T,32,D,1,2053.28275,16.1,5746.583851,23.25,41.34,64.59
Yield Test 2,Cas,2019,LMN09-119,86,2,65,P,46,4,T,28,D,2.5,1275.867113,15.3,3757.51634,21.14,47.75,68.89
Yield Test 2,Cas,2019,N18-1663,64,2,66,W,56,1.5,T,31,D,1.5,1448.971365,16.1,4055.279503,21.71,44.42,66.13
Yield Test 2,Cas,2019,N09-09,87,2,67,P,52,1.5,S,34,D,1.5,1808.495582,15.6,5223.717949,21.88,45.59,67.47
Yield Test 2,Cas,2019,N18-1810,79,2,68,W,55,1,T,30,D,1,1645.600042,15.2,4878.289474,20.63,45.17,65.8
Yield Test 2,Cas,2019,N18-1751,76,2,69,P,51,1.5,T,33,D,1.5,2102.107026,15.3,6190.849673,22.68,43.33,66.01
Yield Test 2,Cas,2019,N18-1682,68,2,70,W,55,1.5,T,30,D,1.5,2072.590532,15.9,5873.584906,22.69,43.54,66.23
Yield Test 2,Cas,2019,N18-1614,55,2,71,W,55,1.5,T,32,D,1.5,1659.359611,15.4,4855.194805,19.99,46.77,66.76
Yield Test 2,Cas,2019,N18-1630,58,2,72,W,50,1,T,28,D,1,1916.130919,17.3,4990.751445,21.1,45.51,66.61
Yield Test 2,Cas,2019,N18-1597,52,2,73,S,55,2.5,T,35,D,2,1882.619711,16.1,5268.944099,22.95,41.68,64.63
Yield Test 2,Cas,2019,N18-1818,82,2,74,P,52,1.5,T,32,D,1.5,1646.043899,15.7,4724.203822,19.05,49.19,68.24
Yield Test 2,Cas,2019,N18-1777,78,2,75,P,56,2,T,32,D,1.5,2000.019903,15.1,5968.211921,21.45,43.04,64.49
Yield Test 2,Cas,2019,N18-1595,51,2,76,P,56,2,T,30,D,1.5,1701.304103,15.4,4977.922078,21.78,45.36,67.14
Yield Test 2,Cas,2019,N18-1674,66,2,77,W,62,1.5,T,34,D,1.5,1871.745213,17.2,4903.488372,21.73,45.19,66.92
Yield Test 2,Cas,2019,N18-1641,62,2,78,P,57,2.5,T,32,D,2,2253.684211,17,5973.529412,22.77,42.46,65.23
Yield Test 2,Cas,2019,N18-1608,54,2,79,P,57,2,T,36,D,2,1967.396409,16.6,5340.361446,21.94,42.51,64.45
Yield Test 2,Cas,2019,N18-1711,71,2,80,W,49,1.5,T,28,D,1.5,1767.660733,15.1,5274.834437,20.85,45.02,65.87
Yield Test 2,Cas,2019,N18-1632,59,2,81,W,57,1.5,T,30,D,1.5,1989.367333,16.8,5335.714286,21.45,47.2,68.65
Yield Test 2,Cas,2019,N18-1645,63,2,82,P,57,1.5,T,32,D,1.5,1988.035762,15.4,5816.883117,21.02,46.92,67.94
Yield Test 2,Cas,2019,N18-1822,84,2,83,W,63,1.5,T,32,I,1.5,2027.53904,17.9,5103.910615,19.31,48.9,68.21
Yield Test 2,Cas,2019,N18-1748,75,2,84,P,51,3,T,34,I,2.5,1505.785069,13.7,4952.554745,21.63,44.15,65.78
Yield Test 2,Cas,2019,N18-1688,69,2,85,P,57,1.5,T,30,D,1.5,1709.515458,16.4,4696.95122,20.97,45.24,66.21
Yield Test 2,Cas,2019,N18-1731,72,2,86,W,57,2,T,30,D,2,2005.346187,18.9,4780.952381,21.89,44.2,66.09
Yield Test 2,Cas,2019,N18-1812,80,2,87,P,50,2.5,T,32,D,2,1842.228719,15.4,5390.25974,21.78,44.53,66.31
Yield Test 2,Cas,2019,N18-1620,56,2,88,S,49,1.5,T,31,D,1.5,2220.838789,15.1,6627.152318,22.94,41.73,64.67
Yield Test 2,Cas,2019,Roy,90,2,89,W,56,2.5,G,38,I,2,2133.398949,13.7,7016.788321,21.94,43.35,65.29
Yield Test 2,Cas,2019,N18-1628,57,2,90,P,53,1.5,T,36,D,1.5,1685.547177,15.3,4964.052288,20.53,48.42,68.95
Yield Test 2,Cas,2019,N18-1748,75,3,91,P,54,3,T,40,I,3,1439.872296,NA,NA,20.24,45.79,66.03
Yield Test 2,Cas,2019,Roy,90,3,92,W,57,2,G,42,I,2,1792.738657,NA,NA,21.01,44.26,65.27
Yield Test 2,Cas,2019,N18-1682,68,3,93,W,52,1.5,T,30,D,1.5,2290.524347,NA,NA,21.89,45.8,67.69
Yield Test 2,Cas,2019,N18-1645,63,3,94,P,50,1,T,26,D,1.5,2074.809817,NA,NA,21.85,44.84,66.69
Yield Test 2,Cas,2019,N18-1751,76,3,95,P,57,1,T,27,D,1.5,2096.114956,NA,NA,22.13,43.45,65.58
Yield Test 2,Cas,2019,LMN09-119,86,3,96,P,53,4,T,25,D,2.5,1752.125736,NA,NA,20.08,49.04,69.12
Yield Test 2,Cas,2019,N18-1777,78,3,97,P,56,2,T,37,D,2,2295.850632,NA,NA,21.65,44,65.65
Yield Test 2,Cas,2019,N18-1620,56,3,98,S,62,1.5,T,29,D,1,2225.721217,NA,NA,21.44,45.03,66.47
Yield Test 2,Cas,2019,N18-1711,71,3,99,W,54,1.5,T,32,D,1.5,1875.961855,NA,NA,20.7,45.8,66.5
Yield Test 2,Cas,2019,N18-1628,57,3,100,P,56,2.5,T,36,I,2.5,1761.890591,NA,NA,19.87,49.77,69.64
Yield Test 2,Cas,2019,N18-1665,65,3,101,P,55,2,T,34,D,2,2361.763405,NA,NA,22.34,42.84,65.18
Yield Test 2,Cas,2019,N18-1597,52,3,102,S,62,2,T,38,D,2,2100.109669,NA,NA,22.9,42.18,65.08
Yield Test 2,Cas,2019,N18-1632,59,3,103,W,56,2,T,30,D,1.5,2522.883517,NA,NA,22.35,45.7,68.05
Yield Test 2,Cas,2019,N18-1575,49,3,104,W,55,1.5,T,30,D,1.5,1940.764985,NA,NA,20.96,48.3,69.26
Yield Test 2,Cas,2019,N18-1810,79,3,105,W,56,2,T,30,D,1.5,1982.709477,NA,NA,20.82,44.46,65.28
Yield Test 2,Cas,2019,N18-1635,61,3,106,S,62,1.5,T,30,D,1.5,1674.672679,NA,NA,22.69,43.79,66.48
Yield Test 2,Cas,2019,N18-1817,81,3,107,P,52,1.5,T,33,D,1.5,1965.842909,NA,NA,20.1,47.98,68.08
Yield Test 2,Cas,2019,N18-1675,67,3,108,P,55,2.5,T,32,D,2,2294.075204,NA,NA,20.52,46.27,66.79
Yield Test 2,Cas,2019,N18-1641,62,3,109,P,62,2.5,T,38,I,2.5,2146.270803,NA,NA,22.13,44.14,66.27
Yield Test 2,Cas,2019,N18-1561,46,3,110,W,56,2,T,32,D,1.5,2085.018529,NA,NA,21.08,45.55,66.63
Yield Test 2,Cas,2019,N18-1608,54,3,111,S,56,2,T,34,D,2,2276.320921,NA,NA,21.59,42.93,64.52
Yield Test 2,Cas,2019,Osage,88,3,112,P,48,2,T,24,D,1,1693.758533,NA,NA,21.66,44.21,65.87
Yield Test 2,Cas,2019,N18-1633,60,3,113,W,49,2.5,T,34,D,2,2151.819016,NA,NA,20.6,46.24,66.84
Yield Test 2,Cas,2019,N18-1663,64,3,114,W,55,1.5,T,34,D,1.5,2025.541684,NA,NA,20.96,45.16,66.12
Yield Test 2,Cas,2019,N18-1579,50,3,115,S,54,1.5,T,30,D,1.5,2041.298609,NA,NA,23.68,41.15,64.83
Yield Test 2,Cas,2019,N18-1564,47,3,116,W,62,1.5,T,30,D,1,1524.648994,NA,NA,23.28,41.59,64.87
Yield Test 2,Cas,2019,N18-1614,55,3,117,W,55,1,T,32,D,1.5,1939.433414,NA,NA,19.87,46.15,66.02
Yield Test 2,Cas,2019,N09-09,87,3,118,P,62,2.5,S,34,D,1.5,1697.531318,NA,NA,19.99,47.53,67.52
Yield Test 2,Cas,2019,N18-1688,69,3,119,P,62,1.5,T,36,D,1.5,1929.44663,NA,NA,20.63,44.45,65.08
Yield Test 2,Cas,2019,N18-1595,51,3,120,P,62,2,T,36,D,1.5,2090.122885,NA,NA,20.57,46.48,67.05
Yield Test 2,Cas,2019,N18-1604,53,3,121,P,62,1.5,T,28,D,1.5,1896.601208,NA,NA,21.96,44.3,66.26
Yield Test 2,Cas,2019,N18-1823,85,3,122,P,62,1.5,T,35,D,1.5,2082.799244,NA,NA,21.17,44.08,65.25
Yield Test 2,Cas,2019,Dunphy,89,3,123,P,57,2,G,21,I,1,1662.244682,NA,NA,22.12,40.94,63.06
